,siren,departement,date_publication,activite_déclarée,code_ape,activte_insee,code_postal
599,892040130,88,2021-01-08,"Transport, enregistrement, stockage, conservation, gestion, préservation, traçabilite, sécurisation, conditionnement et restitution de scellés judiciaires",74.90B,"Activités spécialisées, scientifiques et techniques diverses",88150
600,888451424,88,2021-01-08,"La fabrication de produits d'emballages industriels (liens souples ou à mémoires),procédé extrusion et collage, l'achat, la vente, la transformation de tous produits d'emballages, industriels et produits dérivés, la location, la fabrication, la commercialisation des produits manufacturés, opérations d'entreprises d'intermédiaire, de commissionnaires, de mandataires, achat, vente, location de machines outils et produits similaires",22.22Z,Fabrication d'emballages en matières plastiques,88700
601,494078421,88,2021-01-08,Vente de minéraux fossiles et produis dérivés bijoux fantaisies,APE Non Diffusable,APE Non Diffusable,88350
602,884783754,88,2021-01-08,"Montage, pose, installation de menuiserie et de fermeture en aluminium, acier, Pvc, bois ou d'autres genres, bardage, murs rideaux, fabrication et construction métallique, verrières travaux sur façade, pose de châssis et verre, ravalement de façade, isolation thermique, charpente et couverture, agencement, rénovation, maçonnerie et tous autres travaux de bâtiment en général ainsi que la fourniture, import export, achat et la vente de tous produits et matériels non réglementés et toutes prestations de services en conseils et études se rapportant à l'objet social de la société.",43.32A,Travaux de menuiserie bois et PVC,88000
603,391319936,88,2021-01-08,"Propriété, administration de tous immeubles bâtis ou non bâtis par apports, acquisition, échanges ou autres",01.42Z,Élevage d'autres bovins et de buffles,88100
604,892448481,89,2021-01-08,"Prestations de terrassement, voirie, location et achat vente de matériel lié et entretien paysager",43.12A,Travaux de terrassement courants et travaux préparatoires,89170
605,818026981,89,2021-01-08,aucune activite,59.11A,Production de films et de programmes pour la télévision,89520
606,803217496,89,2021-01-08,aucune activite,46.69C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,89000
607,423226901,89,2021-01-08,"Exploitation d'un ou plusieurs points de vente d'agence de voyage qui ont pour objet la conception, fabrication, adaptation et vente de voyages par terre, mer, air, tant à destination de la France que de l'étranger.",79.11Z,Activités des agences de voyage,89000
608,842514770,972,2021-01-08,"Vente commerce de détail (chaussures,chemises,pantalons, parfums, vestes, lunettes, masques)",47.71Z,Commerce de détail d'habillement en magasin spécialisé,97220
609,889468534,972,2021-01-08,Achat et vente de véhicules d'occasion,45.32Z,Commerce de détail d'équipements automobiles,97232
610,892427782,972,2021-01-08,Commerce en ligne (sur internet),47.91A,Vente à distance sur catalogue général,97220
611,890865579,972,2021-01-08,"Service aux entreprises, aide administratifs, conseils, location de matériel",82.11Z,Services administratifs combinés de bureau,97216
612,431829837,972,2021-01-08,Marin pécheur,03.11Z,Pêche en mer,97224
613,890504129,972,2021-01-08,Boulangerie pâtisserie,10.71C,Boulangerie et boulangerie-pâtisserie,97240
614,891711129,972,2021-01-08,Prestations à domicile,56.21Z,Services des traiteurs,97220
615,892427329,972,2021-01-08,Exploitation de boutique E-commerce et ventes de produits non réglementes dans le domaine de la beauté,47.91B,Vente à distance sur catalogue spécialisé,97223
616,891711103,972,2021-01-08,Espace vert,81.30Z,Services d'aménagement paysager,97212
617,884214248,972,2021-01-08,E-commerce Commerce de détail sur internet,47.91A,Vente à distance sur catalogue général,97220
618,854083466,972,2021-01-08,"Production audio visuelle Films institutionnels et publicitaires, documentaires, films musicaux, accueil évènementiel",59.11B,Production de films institutionnels et publicitaires,97232
619,882491012,972,2021-01-08,"Fabrication, commercialisation de jus de canne",10.32Z,Préparation de jus de fruits et légumes,97213
620,450156146,972,2021-01-08,Conseil en organisation et système d'information,62.02A,Conseil en systèmes et logiciels informatiques,97224
621,891859571,972,2021-01-08,"La fabrication de pains de Viennoiseries et de tous produits de boulangerie, la transformation de farine et produits alimentaires et dérivés",10.71C,Boulangerie et boulangerie-pâtisserie,97200
622,892457565,972,2021-01-08,"Holding, détention et prise de participation directe ou indirecte dans le capital de société, groupement ou entités juridique de tout type",64.20Z,Activités des sociétés holding,97232
623,891073579,972,2021-01-08,Maitrise d'œuvre Btp,74.90A,Activité des économistes de la construction,97250
624,892428715,972,2021-01-08,"Prêt à porter, chaussures",46.42Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,97220
625,891888893,972,2021-01-08,"Prestation de Coaching, de formation, de conseil, d'accompagnement au développement personnel et professionnel. Les soins de beauté visage, corps et vente de produits cosmétiques et compléments alimentaires.",96.09Z,Autres services personnels n.c.a.,97200
626,891509473,972,2021-01-08,Fabrication et pose de toutes constructions et ouvrages métalliques,25.11Z,Fabrication de structures métalliques et de parties de structures,97232
627,892427733,972,2021-01-08,Propriété location gestion et hébergement touristique activités de para hôtellerie,55.20Z,Hébergement touristique et autre hébergement de courte durée,97221
628,892459686,972,2021-01-08,"Le transport maritime et côtier, régulier ou non de passagers, la location de bateaux de plaisance avec équipage pour le transport maritime et côtier, la pêche en mer, autres activités récréatives et de loisirs",50.10Z,Transports maritimes et côtiers de passagers,97200
629,892426180,972,2021-01-08,"L'acquisition de terrains, immeubles, droits immobiliers, l'édification et la rénovation de constructions en vue de leur gestion, leur mise en valeur, leur administration, leur exploitation et leur location",68.20B,Location de terrains et d'autres biens immobiliers,97200
630,892459090,972,2021-01-08,non renseignee,70.10Z,Activités des sièges sociaux,non renseigne
631,892459488,972,2021-01-08,Commerce de gros de composants et d'équipements électroniques,46.52Z,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,97200
632,892458530,972,2021-01-08,"Tous travaux d'électricité, dépannage, réhabilitation, mise aux normes, pose de climatiseur, ainsi que vente et location du matériel",43.21A,Travaux d'installation électrique dans tous locaux,97232
633,892427386,972,2021-01-08,"Location saisonnière de meublé de tourisme, location de voiture, prestation de services, l'acquisition par voie d'achat ou d'apport, la propriété, la mise en valeur, la transformation, l'aménagement, l'administration et la location de tous biens et droits immobiliers, de tous biens et droits pouvant constituants l'accessoire, l'annexes ou le complément des biens et droits immobiliers",68.20A,Location de logements,97240
634,892428087,972,2021-01-08,"Gestion/location de biens immobiliers. Achat de terrain pour rénovation, construction, acquisition",68.20B,Location de terrains et d'autres biens immobiliers,97212
635,892421603,973,2021-01-08,Livraison de repas a domicile,56.10C,Restauration de type rapide,97310
636,892415647,973,2021-01-08,Protection de l'intégrité physique des personnes par des agents,80.10Z,Activités de sécurité privée,97354
637,892458381,973,2021-01-08,Surveillance humaine ou la surveillance par des systèmes électroniques de sécurité ou le gardiennage de biens meubles ou immeubles,80.10Z,Activités de sécurité privée,97354
638,888574449,973,2021-01-08,Entretien et maintenance d'équipement industriel,33.12Z,Réparation de machines et équipements mécaniques,97310
639,892469685,974,2021-01-08,Fourniture de services administratifs,82.11Z,Services administratifs combinés de bureau,97427
640,892434804,974,2021-01-08,Tous travaux Cordiste et Multi-services,43.99D,Autres travaux spécialisés de construction,97426
641,892469909,974,2021-01-08,La restauration sur place et à emporter (sans vente d'alcool),56.10C,Restauration de type rapide,97450
